"","origin_ID","dest_ID","ID","Prediction","date"
"1","US, CA","US, NY","US, CA-US, NY",0,2020-01-01
"2","US, CA","US, NY","US, CA-US, NY",0,2020-01-02
"3","US, CA","US, NY","US, CA-US, NY",0,2020-01-03
"4","US, CA","US, NY","US, CA-US, NY",0,2020-01-04
"5","US, CA","US, NY","US, CA-US, NY",0,2020-01-05
"6","US, CA","US, NY","US, CA-US, NY",0,2020-01-06
"7","US, CA","US, NY","US, CA-US, NY",0,2020-01-07
"8","US, CA","US, NY","US, CA-US, NY",0,2020-01-08
"9","US, CA","US, NY","US, CA-US, NY",0,2020-01-09
"10","US, CA","US, NY","US, CA-US, NY",0,2020-01-10
"11","US, CA","US, NY","US, CA-US, NY",0,2020-01-11
"12","US, CA","US, NY","US, CA-US, NY",0,2020-01-12
"13","US, CA","US, NY","US, CA-US, NY",0,2020-01-13
"14","US, CA","US, NY","US, CA-US, NY",0,2020-01-14
"15","US, CA","US, NY","US, CA-US, NY",0,2020-01-15
"16","US, CA","US, NY","US, CA-US, NY",0,2020-01-16
"17","US, CA","US, NY","US, CA-US, NY",0,2020-01-17
"18","US, CA","US, NY","US, CA-US, NY",0,2020-01-18
"19","US, CA","US, NY","US, CA-US, NY",0,2020-01-19
"20","US, CA","US, NY","US, CA-US, NY",0,2020-01-20
"21","US, CA","US, NY","US, CA-US, NY",0,2020-01-21
"22","US, CA","US, NY","US, CA-US, NY",0,2020-01-22
"23","US, CA","US, NY","US, CA-US, NY",0,2020-01-23
"24","US, CA","US, NY","US, CA-US, NY",0,2020-01-24
"25","US, CA","US, NY","US, CA-US, NY",1,2020-01-25
"26","US, CA","US, NY","US, CA-US, NY",1,2020-01-26
"27","US, CA","US, NY","US, CA-US, NY",1,2020-01-27
"28","US, CA","US, NY","US, CA-US, NY",1,2020-01-28
"29","US, CA","US, NY","US, CA-US, NY",2,2020-01-29
"30","US, CA","US, NY","US, CA-US, NY",2,2020-01-30
"31","US, CA","US, NY","US, CA-US, NY",2,2020-01-31
"32","US, CA","US, NY","US, CA-US, NY",2,2020-02-01
"33","US, CA","US, NY","US, CA-US, NY",2,2020-02-02
"34","US, CA","US, NY","US, CA-US, NY",3,2020-02-03
"35","US, CA","US, NY","US, CA-US, NY",3,2020-02-04
"36","US, CA","US, NY","US, CA-US, NY",3,2020-02-05
"37","US, CA","US, NY","US, CA-US, NY",3,2020-02-06
"38","US, CA","US, NY","US, CA-US, NY",3,2020-02-07
"39","US, CA","US, NY","US, CA-US, NY",3,2020-02-08
"40","US, CA","US, NY","US, CA-US, NY",3,2020-02-09
"41","US, CA","US, NY","US, CA-US, NY",3,2020-02-10
"42","US, CA","US, NY","US, CA-US, NY",2,2020-02-11
"43","US, CA","US, NY","US, CA-US, NY",2,2020-02-12
"44","US, CA","US, NY","US, CA-US, NY",2,2020-02-13
"45","US, CA","US, NY","US, CA-US, NY",1,2020-02-14
"46","US, CA","US, NY","US, CA-US, NY",1,2020-02-15
"47","US, CA","US, NY","US, CA-US, NY",1,2020-02-16
"48","US, CA","US, NY","US, CA-US, NY",0,2020-02-17
"49","US, CA","US, NY","US, CA-US, NY",0,2020-02-18
"50","US, CA","US, NY","US, CA-US, NY",0,2020-02-19
"51","US, CA","US, NY","US, CA-US, NY",0,2020-02-20
"52","US, CA","US, NY","US, CA-US, NY",0,2020-02-21
"53","US, CA","US, NY","US, CA-US, NY",0,2020-02-22
"54","US, CA","US, NY","US, CA-US, NY",0,2020-02-23
"55","US, CA","US, NY","US, CA-US, NY",0,2020-02-24
"56","US, CA","US, NY","US, CA-US, NY",0,2020-02-25
"57","US, CA","US, NY","US, CA-US, NY",0,2020-02-26
"58","US, CA","US, NY","US, CA-US, NY",0,2020-02-27
"59","US, CA","US, NY","US, CA-US, NY",0,2020-02-28
"60","US, CA","US, NY","US, CA-US, NY",0,2020-02-29
"61","US, CA","US, NY","US, CA-US, NY",0,2020-03-01
"62","US, CA","US, NY","US, CA-US, NY",0,2020-03-02
"63","US, CA","US, NY","US, CA-US, NY",0,2020-03-03
"64","US, CA","US, NY","US, CA-US, NY",0,2020-03-04
"65","US, CA","US, NY","US, CA-US, NY",0,2020-03-05
"66","US, CA","US, NY","US, CA-US, NY",0,2020-03-06
"67","US, CA","US, NY","US, CA-US, NY",0,2020-03-07
"68","US, CA","US, NY","US, CA-US, NY",0,2020-03-08
"69","US, CA","US, NY","US, CA-US, NY",0,2020-03-09
"70","US, CA","US, NY","US, CA-US, NY",0,2020-03-10
"71","US, CA","US, NY","US, CA-US, NY",0,2020-03-11
"72","US, CA","US, NY","US, CA-US, NY",0,2020-03-12
"73","US, CA","US, NY","US, CA-US, NY",0,2020-03-13
"74","US, CA","US, NY","US, CA-US, NY",0,2020-03-14
"75","US, CA","US, NY","US, CA-US, NY",0,2020-03-15
"76","US, CA","US, NY","US, CA-US, NY",0,2020-03-16
"77","US, CA","US, NY","US, CA-US, NY",0,2020-03-17
"78","US, CA","US, NY","US, CA-US, NY",0,2020-03-18
"79","US, CA","US, NY","US, CA-US, NY",0,2020-03-19
"80","US, CA","US, NY","US, CA-US, NY",0,2020-03-20
"81","US, CA","US, NY","US, CA-US, NY",2,2020-03-21
"82","US, CA","US, NY","US, CA-US, NY",4,2020-03-22
"83","US, CA","US, NY","US, CA-US, NY",7,2020-03-23
"84","US, CA","US, NY","US, CA-US, NY",10,2020-03-24
"85","US, CA","US, NY","US, CA-US, NY",12,2020-03-25
"86","US, CA","US, NY","US, CA-US, NY",15,2020-03-26
"87","US, CA","US, NY","US, CA-US, NY",18,2020-03-27
"88","US, CA","US, NY","US, CA-US, NY",22,2020-03-28
"89","US, CA","US, NY","US, CA-US, NY",25,2020-03-29
"90","US, CA","US, NY","US, CA-US, NY",29,2020-03-30
"91","US, CA","US, NY","US, CA-US, NY",32,2020-03-31
"92","US, CA","US, NY","US, CA-US, NY",36,2020-04-01
"93","US, CA","US, NY","US, CA-US, NY",39,2020-04-02
"94","US, CA","US, NY","US, CA-US, NY",42,2020-04-03
"95","US, CA","US, NY","US, CA-US, NY",44,2020-04-04
"96","US, CA","US, NY","US, CA-US, NY",45,2020-04-05
"97","US, CA","US, NY","US, CA-US, NY",46,2020-04-06
"98","US, CA","US, NY","US, CA-US, NY",46,2020-04-07
"99","US, CA","US, NY","US, CA-US, NY",46,2020-04-08
"100","US, CA","US, NY","US, CA-US, NY",45,2020-04-09
"101","US, CA","US, NY","US, CA-US, NY",43,2020-04-10
"102","US, CA","US, NY","US, CA-US, NY",41,2020-04-11
"103","US, CA","US, NY","US, CA-US, NY",38,2020-04-12
"104","US, CA","US, NY","US, CA-US, NY",34,2020-04-13
"105","US, CA","US, NY","US, CA-US, NY",30,2020-04-14
"106","US, CA","US, NY","US, CA-US, NY",25,2020-04-15
"107","US, CA","US, NY","US, CA-US, NY",20,2020-04-16
"108","US, CA","US, NY","US, CA-US, NY",14,2020-04-17
"109","US, CA","US, NY","US, CA-US, NY",7,2020-04-18
"110","US, CA","US, NY","US, CA-US, NY",0,2020-04-19
"111","US, CA","US, NY","US, CA-US, NY",0,2020-04-20
"112","US, CA","US, NY","US, CA-US, NY",0,2020-04-21
"113","US, CA","US, NY","US, CA-US, NY",0,2020-04-22
"114","US, CA","US, NY","US, CA-US, NY",0,2020-04-23
"115","US, CA","US, NY","US, CA-US, NY",0,2020-04-24
"116","US, CA","US, NY","US, CA-US, NY",0,2020-04-25
"117","US, CA","US, NY","US, CA-US, NY",0,2020-04-26
"118","US, CA","US, NY","US, CA-US, NY",0,2020-04-27
"119","US, CA","US, NY","US, CA-US, NY",0,2020-04-28
"120","US, CA","US, NY","US, CA-US, NY",0,2020-04-29
"121","US, CA","US, NY","US, CA-US, NY",0,2020-04-30
"122","US, CA","US, NY","US, CA-US, NY",0,2020-05-01
"123","US, CA","US, NY","US, CA-US, NY",0,2020-05-02
"124","US, CA","US, NY","US, CA-US, NY",0,2020-05-03
"125","US, CA","US, NY","US, CA-US, NY",0,2020-05-04
"126","US, CA","US, NY","US, CA-US, NY",0,2020-05-05
"127","US, CA","US, NY","US, CA-US, NY",0,2020-05-06
"128","US, CA","US, NY","US, CA-US, NY",0,2020-05-07
"129","US, CA","US, NY","US, CA-US, NY",0,2020-05-08
"130","US, CA","US, NY","US, CA-US, NY",0,2020-05-09
"131","US, CA","US, NY","US, CA-US, NY",0,2020-05-10
"132","US, CA","US, NY","US, CA-US, NY",0,2020-05-11
"133","US, CA","US, NY","US, CA-US, NY",0,2020-05-12
"134","US, CA","US, NY","US, CA-US, NY",0,2020-05-13
"135","US, CA","US, NY","US, CA-US, NY",0,2020-05-14
"136","US, CA","US, NY","US, CA-US, NY",0,2020-05-15
"137","US, CA","US, NY","US, CA-US, NY",0,2020-05-16
"138","US, CA","US, NY","US, CA-US, NY",0,2020-05-17
"139","US, CA","US, NY","US, CA-US, NY",0,2020-05-18
"140","US, CA","US, NY","US, CA-US, NY",0,2020-05-19
"141","US, CA","US, NY","US, CA-US, NY",7,2020-05-20
"142","US, CA","US, NY","US, CA-US, NY",37,2020-05-21
"143","US, CA","US, NY","US, CA-US, NY",69,2020-05-22
"144","US, CA","US, NY","US, CA-US, NY",103,2020-05-23
"145","US, CA","US, NY","US, CA-US, NY",140,2020-05-24
"146","US, CA","US, NY","US, CA-US, NY",179,2020-05-25
"147","US, CA","US, NY","US, CA-US, NY",220,2020-05-26
"148","US, CA","US, NY","US, CA-US, NY",263,2020-05-27
"149","US, CA","US, NY","US, CA-US, NY",308,2020-05-28
"150","US, CA","US, NY","US, CA-US, NY",356,2020-05-29
"151","US, CA","US, NY","US, CA-US, NY",406,2020-05-30
"152","US, CA","US, NY","US, CA-US, NY",458,2020-05-31
"153","US, CA","US, NY","US, CA-US, NY",512,2020-06-01
"154","US, CA","US, NY","US, CA-US, NY",565,2020-06-02
"155","US, CA","US, NY","US, CA-US, NY",615,2020-06-03
"156","US, CA","US, NY","US, CA-US, NY",664,2020-06-04
"157","US, CA","US, NY","US, CA-US, NY",711,2020-06-05
"158","US, CA","US, NY","US, CA-US, NY",757,2020-06-06
"159","US, CA","US, NY","US, CA-US, NY",800,2020-06-07
"160","US, CA","US, NY","US, CA-US, NY",842,2020-06-08
"161","US, CA","US, NY","US, CA-US, NY",882,2020-06-09
"162","US, CA","US, NY","US, CA-US, NY",920,2020-06-10
"163","US, CA","US, NY","US, CA-US, NY",956,2020-06-11
"164","US, CA","US, NY","US, CA-US, NY",991,2020-06-12
"165","US, CA","US, NY","US, CA-US, NY",1023,2020-06-13
"166","US, CA","US, NY","US, CA-US, NY",1054,2020-06-14
"167","US, CA","US, NY","US, CA-US, NY",1083,2020-06-15
"168","US, CA","US, NY","US, CA-US, NY",1111,2020-06-16
"169","US, CA","US, NY","US, CA-US, NY",1136,2020-06-17
"170","US, CA","US, NY","US, CA-US, NY",1160,2020-06-18
"171","US, CA","US, NY","US, CA-US, NY",1182,2020-06-19
"172","US, CA","US, NY","US, CA-US, NY",1202,2020-06-20
"173","US, CA","US, NY","US, CA-US, NY",1220,2020-06-21
"174","US, CA","US, NY","US, CA-US, NY",1236,2020-06-22
